job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates,skill_count,salary_avg
ml engineer,Company_143,healthcare,chennai,"Java, Spring, Microservices",fresher,6-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-30,Medium,None,3,6.0
cloud engineer,Company_279,healthcare,remote,"AWS, Docker, Kubernetes",senior,10-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-19,High,AWS Certified Solutions Architect,3,10.0
backend developer,Company_62,education,hyderabad,"JavaScript, React, HTML, CSS",junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-16,High,None,4,10.0
frontend developer,Company_57,finance,hyderabad,"JavaScript, React, HTML, CSS",mid,8-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-26,Medium,None,4,8.0
data scientist,Company_128,education,kolkata,"Java, Spring, Microservices",fresher,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-22,Low,Certified Data Scientist,3,4.0
devops engineer,Company_381,automobile,delhi,"Python, Deep Learning, NLP",fresher,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-12,Low,None,3,9.0
data scientist,Company_391,telecom,hyderabad,"Java, Spring, Microservices",fresher,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-11,High,Certified Data Scientist,3,10.0
software developer,Company_473,it,mumbai,"Linux, Networking, Security",junior,8-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-31,High,None,3,8.0
business analyst,Company_406,automobile,delhi,"Power BI, Excel, SQL",junior,3-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-11,Low,None,3,3.0
data analyst,Company_362,automobile,hyderabad,"AWS, Docker, Kubernetes",senior,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-29,Low,Google Data Analytics Certificate,3,9.0
product manager,Company_137,it,hyderabad,"AWS, Docker, Kubernetes",senior,3-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-20,Low,None,3,3.0
backend developer,Company_113,education,remote,"Python, SQL, Machine Learning",fresher,5-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-28,Low,None,3,5.0
ai engineer,Company_178,manufacturing,remote,"Python, Deep Learning, NLP",senior,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-18,High,None,3,7.0
backend developer,Company_143,e-commerce,pune,"Power BI, Excel, SQL",senior,7-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-30,Medium,None,3,7.0
ml engineer,Company_67,automobile,kolkata,"AWS, Docker, Kubernetes",mid,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-09,High,None,3,5.0
software developer,Company_215,manufacturing,bangalore,"JavaScript, React, HTML, CSS",junior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-01,Medium,None,4,8.0
business analyst,Company_241,automobile,remote,"Power BI, Excel, SQL",fresher,9-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-14,High,None,3,9.0
devops engineer,Company_181,manufacturing,pune,"Python, Deep Learning, NLP",senior,3-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-04,High,None,3,3.0
business analyst,Company_325,education,mumbai,"Power BI, Excel, SQL",fresher,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-04,High,None,3,7.0
backend developer,Company_213,e-commerce,delhi,"Python, Data Analysis, Statistics",fresher,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-22,Medium,None,3,4.0
software developer,Company_320,telecom,chennai,"AWS, Docker, Kubernetes",fresher,7-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-01,Low,None,3,7.0
data scientist,Company_339,it,mumbai,"Python, Data Analysis, Statistics",junior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-30,Medium,Certified Data Scientist,3,3.0
ml engineer,Company_68,automobile,pune,"Python, Data Analysis, Statistics",senior,10-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-22,Medium,None,3,10.0
frontend developer,Company_396,healthcare,pune,"Power BI, Excel, SQL",junior,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-14,Medium,None,3,10.0
ml engineer,Company_395,manufacturing,delhi,"Python, SQL, Machine Learning",fresher,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-04,Medium,None,3,9.0
devops engineer,Company_447,e-commerce,hyderabad,"Java, Spring, Microservices",junior,7-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-29,Low,None,3,7.0
business analyst,Company_375,healthcare,remote,"AWS, Docker, Kubernetes",fresher,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-20,Medium,None,3,10.0
ml engineer,Company_99,automobile,pune,"Power BI, Excel, SQL",senior,10-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-20,High,None,3,10.0
devops engineer,Company_303,manufacturing,hyderabad,"Power BI, Excel, SQL",mid,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-02,Low,None,3,3.0
product manager,Company_481,healthcare,hyderabad,"AWS, Docker, Kubernetes",senior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-03,High,None,3,10.0
devops engineer,Company_377,manufacturing,hyderabad,"Linux, Networking, Security",junior,5-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-27,Low,None,3,5.0
backend developer,Company_217,education,pune,"Python, Data Analysis, Statistics",senior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-13,Low,None,3,4.0
frontend developer,Company_406,manufacturing,chennai,"Java, Spring, Microservices",junior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-27,Low,None,3,7.0
data scientist,Company_240,manufacturing,bangalore,"JavaScript, React, HTML, CSS",junior,6-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-27,Low,Certified Data Scientist,4,6.0
ml engineer,Company_446,manufacturing,chennai,"Power BI, Excel, SQL",junior,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-06,Medium,None,3,6.0
software developer,Company_66,healthcare,hyderabad,"AWS, Docker, Kubernetes",senior,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-17,High,None,3,9.0
frontend developer,Company_292,it,bangalore,"JavaScript, React, HTML, CSS",junior,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-20,Medium,None,4,8.0
product manager,Company_473,healthcare,delhi,"JavaScript, React, HTML, CSS",mid,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-27,Low,None,4,10.0
business analyst,Company_15,telecom,mumbai,"Python, Deep Learning, NLP",senior,5-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-24,High,None,3,5.0
data analyst,Company_424,automobile,chennai,"Java, Spring, Microservices",fresher,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-03,High,Google Data Analytics Certificate,3,9.0
business analyst,Company_206,manufacturing,chennai,"Python, Data Analysis, Statistics",junior,7-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-08,High,None,3,7.0
ml engineer,Company_201,education,hyderabad,"JavaScript, React, HTML, CSS",junior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-20,High,None,4,7.0
cyber security analyst,Company_401,healthcare,mumbai,"JavaScript, React, HTML, CSS",mid,7-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-21,Medium,Cybersecurity Essentials,4,7.0
data scientist,Company_66,it,chennai,"JavaScript, React, HTML, CSS",mid,8-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-23,Medium,Certified Data Scientist,4,8.0
backend developer,Company_81,education,mumbai,"JavaScript, React, HTML, CSS",mid,3-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-23,Low,None,4,3.0
ml engineer,Company_12,automobile,kolkata,"AWS, Docker, Kubernetes",mid,5-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-03,Medium,None,3,5.0
backend developer,Company_356,manufacturing,chennai,"Python, Data Analysis, Statistics",mid,7-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-17,Low,None,3,7.0
business analyst,Company_207,education,kolkata,"Python, Data Analysis, Statistics",junior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-16,Low,None,3,7.0
software developer,Company_13,finance,remote,"Python, Deep Learning, NLP",junior,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-04,High,None,3,6.0
backend developer,Company_410,automobile,kolkata,"Python, Deep Learning, NLP",mid,7-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-20,High,None,3,7.0
frontend developer,Company_32,manufacturing,remote,"Python, Data Analysis, Statistics",junior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-12,Medium,None,3,8.0
business analyst,Company_415,telecom,hyderabad,"Python, Data Analysis, Statistics",junior,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-10,Medium,None,3,10.0
data scientist,Company_258,finance,kolkata,"Python, SQL, Machine Learning",fresher,4-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-05,High,Certified Data Scientist,3,4.0
data analyst,Company_80,education,bangalore,"Power BI, Excel, SQL",junior,9-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-27,Medium,Google Data Analytics Certificate,3,9.0
cloud engineer,Company_447,education,kolkata,"Python, Deep Learning, NLP",mid,4-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-24,Low,AWS Certified Solutions Architect,3,4.0
cyber security analyst,Company_56,education,mumbai,"JavaScript, React, HTML, CSS",mid,10-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-04,Medium,Cybersecurity Essentials,4,10.0
product manager,Company_100,e-commerce,mumbai,"Linux, Networking, Security",junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-07,High,None,3,10.0
cyber security analyst,Company_64,telecom,mumbai,"Python, Deep Learning, NLP",mid,4-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-30,Low,Cybersecurity Essentials,3,4.0
